time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,cpulimit,memorylimit
1,8.0,9.0,4.0,8.0,11.0,9.0,5.0,57.0,18.0,8.0,6.0,10.0,2.0,6
2,6.0,4.0,10.0,10.0,7.0,9.0,8.0,48.0,17.0,8.0,9.0,8.0,2.0,6
3,6.0,9.0,6.0,8.0,10.0,5.0,7.0,51.0,15.0,4.0,6.0,9.0,2.0,6
4,6.0,4.0,8.0,6.0,8.0,4.0,3.0,58.0,21.0,13.0,9.0,10.0,2.0,6
5,9.0,9.0,8.0,7.0,5.0,3.0,5.0,50.0,15.0,10.0,7.0,9.0,2.0,6
6,12.0,9.0,5.0,4.0,9.0,10.0,6.0,56.0,13.0,7.0,4.0,8.0,2.0,6
7,12.0,4.0,9.0,9.0,6.0,5.0,8.0,45.0,15.0,9.0,7.0,10.0,2.0,6
8,7.0,9.0,3.0,7.0,9.0,8.0,6.0,57.0,9.0,8.0,7.0,10.0,2.0,6
9,7.0,6.0,6.0,4.0,8.0,9.0,9.0,57.0,21.0,5.0,4.0,7.0,2.0,6
10,2.0,7.0,10.0,9.0,6.0,11.0,9.0,50.0,14.0,8.0,8.0,11.0,2.0,6
11,8.0,12.0,8.0,8.0,8.0,9.0,6.0,58.0,14.0,6.0,9.0,0.0,2.0,6
12,9.0,6.0,5.0,5.0,7.0,10.0,13.0,53.0,16.0,5.0,8.0,5.0,2.0,6
13,7.0,6.0,5.0,6.0,3.0,9.0,9.0,56.0,21.0,10.0,7.0,5.0,2.0,6
14,9.0,9.0,11.0,11.0,7.0,7.0,8.0,48.0,15.0,1.0,4.0,9.0,2.0,6
15,8.0,8.0,11.0,8.0,9.0,5.0,9.0,46.0,12.0,6.0,11.0,7.0,2.0,6
16,6.0,6.0,6.0,6.0,5.0,9.0,6.0,58.0,16.0,9.0,4.0,10.0,2.0,6
17,4.0,10.0,6.0,5.0,13.0,7.0,6.0,58.0,19.0,6.0,11.0,5.0,2.0,6
18,6.0,9.0,9.0,12.0,6.0,6.0,9.0,46.0,12.0,8.0,8.0,9.0,2.0,6
19,8.0,7.0,10.0,3.0,5.0,5.0,6.0,53.0,17.0,11.0,9.0,11.0,2.0,6
20,7.0,10.0,7.0,9.0,5.0,6.0,4.0,61.0,19.0,10.0,7.0,5.0,2.0,6
21,5.0,5.0,6.0,4.0,12.0,4.0,9.0,56.0,17.0,10.0,5.0,8.0,2.0,6
22,4.0,5.0,6.0,15.0,11.0,5.0,5.0,50.0,14.0,8.0,8.0,9.0,2.0,6
23,6.0,12.0,10.0,8.0,7.0,8.0,10.0,52.0,13.0,7.0,7.0,7.0,2.0,6
24,7.0,16.0,5.0,8.0,6.0,5.0,9.0,56.0,13.0,8.0,8.0,7.0,2.0,6
25,8.0,8.0,5.0,12.0,9.0,3.0,8.0,42.0,10.0,4.0,4.0,13.0,2.0,6
26,5.0,11.0,7.0,8.0,7.0,12.0,11.0,53.0,13.0,5.0,7.0,7.0,2.0,6
27,8.0,12.0,11.0,14.0,8.0,4.0,2.0,48.0,8.0,11.0,11.0,6.0,2.0,6
28,10.0,6.0,7.0,5.0,4.0,19.0,2.0,58.0,16.0,9.0,7.0,4.0,2.0,6
29,8.0,12.0,4.0,7.0,4.0,8.0,9.0,53.0,14.0,7.0,8.0,9.0,2.0,6
30,10.0,9.0,10.0,5.0,7.0,6.0,9.0,53.0,13.0,11.0,5.0,7.0,2.0,6
31,5.0,5.0,6.0,7.0,7.0,6.0,13.0,52.0,17.0,11.0,8.0,8.0,2.0,6
32,8.0,3.0,7.0,8.0,6.0,8.0,7.0,52.0,20.0,11.0,3.0,8.0,2.0,6
33,6.0,6.0,10.0,10.0,10.0,4.0,13.0,51.0,18.0,6.0,6.0,4.0,2.0,6
34,6.0,10.0,11.0,10.0,7.0,4.0,5.0,53.0,19.0,10.0,9.0,5.0,2.0,6
35,10.0,6.0,10.0,9.0,13.0,7.0,6.0,57.0,12.0,6.0,2.0,2.0,2.0,6
36,8.0,5.0,7.0,5.0,3.0,5.0,7.0,53.0,20.0,10.0,7.0,11.0,2.0,6
37,3.0,8.0,9.0,5.0,13.0,6.0,7.0,55.0,15.0,5.0,9.0,9.0,2.0,6
38,15.0,9.0,7.0,3.0,5.0,7.0,14.0,43.0,11.0,4.0,8.0,10.0,2.0,6
39,7.0,9.0,6.0,6.0,8.0,3.0,4.0,51.0,13.0,10.0,14.0,11.0,2.0,6
40,8.0,9.0,7.0,9.0,5.0,8.0,10.0,47.0,10.0,7.0,6.0,5.0,2.0,6
41,5.0,5.0,6.0,10.0,10.0,8.0,7.0,52.0,14.0,9.0,11.0,8.0,2.0,6
42,2.0,6.0,10.0,12.0,9.0,11.0,7.0,58.0,16.0,5.0,3.0,8.0,2.0,6
43,7.0,7.0,10.0,8.0,10.0,7.0,6.0,57.0,22.0,4.0,6.0,6.0,2.0,6
44,9.0,11.0,4.0,1.0,10.0,11.0,6.0,58.0,15.0,6.0,11.0,4.0,2.0,6
45,13.0,11.0,8.0,4.0,6.0,7.0,6.0,52.0,18.0,8.0,9.0,5.0,2.0,6
46,7.0,5.0,6.0,11.0,10.0,13.0,8.0,49.0,9.0,5.0,7.0,12.0,2.0,6
47,5.0,5.0,11.0,12.0,6.0,8.0,8.0,52.0,13.0,7.0,7.0,5.0,2.0,6
48,11.0,9.0,8.0,5.0,6.0,3.0,7.0,50.0,13.0,5.0,14.0,5.0,2.0,6
49,8.0,4.0,6.0,6.0,7.0,13.0,10.0,52.0,11.0,9.0,3.0,8.0,2.0,6
50,8.0,5.0,5.0,11.0,11.0,5.0,5.0,55.0,15.0,10.0,7.0,6.0,2.0,6
51,10.0,12.0,5.0,6.0,6.0,3.0,9.0,55.0,16.0,8.0,5.0,10.0,2.0,6
52,10.0,6.0,10.0,11.0,5.0,8.0,7.0,46.0,11.0,9.0,8.0,7.0,2.0,6
53,9.0,6.0,5.0,8.0,8.0,9.0,7.0,53.0,16.0,7.0,5.0,4.0,2.0,6
54,9.0,5.0,9.0,9.0,8.0,6.0,7.0,49.0,20.0,5.0,6.0,11.0,2.0,6
55,6.0,5.0,12.0,18.0,4.0,4.0,7.0,44.0,12.0,8.0,9.0,4.0,2.0,6
1,2.0,10.0,14.0,15.0,7.0,6.0,7.0,46.0,14.0,7.0,8.0,8.0,3.0,5
2,4.0,9.0,14.0,17.0,10.0,3.0,14.0,41.0,5.0,6.0,3.0,7.0,3.0,5
3,11.0,10.0,9.0,15.0,9.0,5.0,4.0,41.0,5.0,8.0,6.0,4.0,3.0,5
4,8.0,9.0,12.0,15.0,8.0,4.0,5.0,39.0,7.0,7.0,10.0,11.0,3.0,5
5,7.0,7.0,14.0,10.0,13.0,0.0,5.0,48.0,19.0,4.0,7.0,9.0,3.0,5
6,8.0,10.0,9.0,17.0,0.0,7.0,6.0,34.0,9.0,6.0,9.0,7.0,3.0,5
7,14.0,8.0,8.0,8.0,14.0,4.0,8.0,47.0,9.0,6.0,4.0,11.0,3.0,5
8,12.0,11.0,8.0,17.0,8.0,2.0,5.0,45.0,11.0,8.0,5.0,8.0,3.0,5
9,7.0,15.0,6.0,14.0,7.0,5.0,5.0,51.0,15.0,5.0,7.0,10.0,3.0,5
10,9.0,9.0,6.0,12.0,5.0,6.0,4.0,50.0,11.0,13.0,4.0,5.0,3.0,5
11,9.0,9.0,12.0,18.0,7.0,3.0,5.0,46.0,13.0,11.0,4.0,6.0,3.0,5
12,5.0,9.0,6.0,16.0,11.0,6.0,10.0,49.0,8.0,9.0,4.0,10.0,3.0,5
13,10.0,8.0,14.0,11.0,6.0,4.0,6.0,40.0,13.0,4.0,8.0,11.0,3.0,5
14,9.0,9.0,8.0,13.0,12.0,2.0,10.0,36.0,8.0,5.0,5.0,9.0,3.0,5
15,8.0,8.0,14.0,13.0,8.0,3.0,12.0,36.0,6.0,8.0,5.0,12.0,3.0,5
16,11.0,10.0,4.0,16.0,5.0,3.0,9.0,46.0,14.0,8.0,8.0,6.0,3.0,5
17,6.0,11.0,14.0,12.0,8.0,2.0,8.0,46.0,10.0,6.0,2.0,12.0,3.0,5
18,6.0,12.0,7.0,16.0,6.0,6.0,2.0,50.0,17.0,4.0,3.0,6.0,3.0,5
19,4.0,13.0,10.0,11.0,15.0,6.0,8.0,54.0,10.0,6.0,4.0,9.0,3.0,5
20,7.0,12.0,11.0,9.0,8.0,2.0,3.0,53.0,15.0,10.0,8.0,9.0,3.0,5
21,6.0,10.0,9.0,11.0,6.0,2.0,4.0,43.0,10.0,8.0,6.0,11.0,3.0,5
22,8.0,14.0,9.0,13.0,6.0,4.0,7.0,48.0,17.0,3.0,6.0,9.0,3.0,5
23,13.0,7.0,8.0,11.0,6.0,4.0,10.0,49.0,17.0,10.0,5.0,4.0,3.0,5
24,8.0,9.0,15.0,8.0,9.0,2.0,6.0,42.0,12.0,7.0,3.0,8.0,3.0,5
25,9.0,8.0,9.0,12.0,11.0,4.0,3.0,53.0,17.0,8.0,2.0,12.0,3.0,5
26,6.0,12.0,6.0,14.0,9.0,8.0,3.0,56.0,13.0,9.0,5.0,10.0,3.0,5
27,8.0,9.0,9.0,10.0,8.0,6.0,5.0,51.0,11.0,11.0,5.0,12.0,3.0,5
28,5.0,4.0,3.0,3.0,2.0,1.0,3.0,19.0,8.0,4.0,7.0,5.0,3.0,5
29,8.0,11.0,7.0,8.0,9.0,7.0,3.0,55.0,9.0,11.0,8.0,5.0,3.0,5
30,6.0,5.0,5.0,8.0,4.0,7.0,9.0,48.0,13.0,10.0,9.0,7.0,3.0,5
31,5.0,6.0,6.0,8.0,6.0,7.0,5.0,52.0,14.0,8.0,15.0,8.0,3.0,5
32,1.0,5.0,6.0,6.0,13.0,7.0,6.0,61.0,17.0,12.0,9.0,10.0,3.0,5
33,12.0,5.0,4.0,4.0,10.0,8.0,3.0,60.0,8.0,14.0,10.0,7.0,3.0,5
34,6.0,2.0,4.0,14.0,7.0,10.0,4.0,51.0,10.0,14.0,11.0,9.0,3.0,5
35,11.0,5.0,8.0,7.0,5.0,11.0,5.0,45.0,9.0,8.0,13.0,5.0,3.0,5
36,11.0,8.0,9.0,7.0,7.0,4.0,4.0,53.0,14.0,9.0,9.0,5.0,3.0,5
37,10.0,3.0,5.0,12.0,8.0,10.0,0.0,59.0,18.0,16.0,9.0,5.0,3.0,5
38,8.0,2.0,6.0,11.0,11.0,9.0,3.0,57.0,15.0,9.0,10.0,5.0,3.0,5
39,6.0,5.0,4.0,12.0,5.0,11.0,2.0,55.0,15.0,8.0,16.0,4.0,3.0,5
40,5.0,3.0,4.0,12.0,12.0,9.0,4.0,56.0,10.0,15.0,11.0,5.0,3.0,5
41,7.0,5.0,4.0,6.0,4.0,9.0,3.0,57.0,11.0,19.0,12.0,6.0,3.0,5
42,12.0,2.0,7.0,7.0,4.0,8.0,4.0,53.0,19.0,8.0,8.0,9.0,3.0,5
43,5.0,5.0,7.0,12.0,5.0,8.0,3.0,59.0,12.0,13.0,10.0,3.0,3.0,5
44,10.0,5.0,4.0,13.0,8.0,11.0,5.0,50.0,11.0,10.0,11.0,7.0,3.0,5
45,7.0,8.0,8.0,5.0,6.0,10.0,3.0,55.0,16.0,7.0,11.0,9.0,3.0,5
46,8.0,2.0,3.0,7.0,7.0,11.0,7.0,56.0,17.0,3.0,4.0,7.0,3.0,5
47,8.0,3.0,1.0,6.0,12.0,10.0,3.0,58.0,9.0,12.0,17.0,7.0,3.0,5
48,7.0,4.0,6.0,10.0,7.0,11.0,4.0,60.0,15.0,17.0,2.0,11.0,3.0,5
49,8.0,5.0,4.0,6.0,11.0,8.0,8.0,56.0,8.0,13.0,12.0,6.0,3.0,5
50,12.0,5.0,8.0,8.0,12.0,12.0,3.0,56.0,11.0,9.0,5.0,7.0,3.0,5
51,17.0,7.0,2.0,5.0,4.0,11.0,3.0,52.0,13.0,11.0,8.0,5.0,3.0,5
52,9.0,2.0,8.0,10.0,8.0,8.0,4.0,49.0,7.0,14.0,11.0,8.0,3.0,5
53,8.0,3.0,4.0,10.0,7.0,13.0,3.0,55.0,15.0,10.0,12.0,8.0,3.0,5
54,8.0,3.0,6.0,8.0,11.0,7.0,5.0,56.0,9.0,16.0,8.0,9.0,3.0,5
55,6.0,8.0,10.0,11.0,8.0,5.0,6.0,53.0,13.0,9.0,8.0,2.0,3.0,5
1,6.0,10.0,3.0,10.0,8.0,4.0,9.0,52.0,15.0,9.0,8.0,9.0,2.0,6
2,5.0,5.0,4.0,10.0,13.0,4.0,6.0,53.0,14.0,8.0,8.0,7.0,2.0,6
3,5.0,12.0,5.0,9.0,9.0,12.0,3.0,61.0,8.0,13.0,10.0,7.0,2.0,6
4,5.0,8.0,4.0,11.0,14.0,6.0,8.0,53.0,12.0,6.0,7.0,10.0,2.0,6
5,6.0,10.0,2.0,15.0,7.0,8.0,3.0,47.0,12.0,4.0,11.0,9.0,2.0,6
6,8.0,11.0,5.0,11.0,10.0,6.0,6.0,50.0,10.0,6.0,8.0,11.0,2.0,6
7,10.0,10.0,3.0,13.0,7.0,5.0,7.0,43.0,9.0,4.0,13.0,11.0,2.0,6
8,8.0,3.0,1.0,13.0,7.0,8.0,11.0,42.0,8.0,7.0,12.0,4.0,2.0,6
9,9.0,5.0,5.0,11.0,8.0,15.0,8.0,51.0,14.0,5.0,6.0,9.0,2.0,6
10,6.0,7.0,3.0,13.0,15.0,10.0,2.0,59.0,13.0,3.0,8.0,8.0,2.0,6
11,11.0,10.0,6.0,6.0,6.0,9.0,8.0,46.0,7.0,5.0,9.0,14.0,2.0,6
12,5.0,8.0,1.0,10.0,8.0,7.0,9.0,56.0,16.0,3.0,8.0,3.0,2.0,6
13,6.0,11.0,4.0,11.0,11.0,11.0,1.0,52.0,7.0,6.0,11.0,14.0,2.0,6
14,9.0,8.0,4.0,10.0,11.0,9.0,1.0,56.0,13.0,7.0,8.0,12.0,2.0,6
15,3.0,9.0,4.0,8.0,8.0,15.0,5.0,59.0,14.0,7.0,6.0,6.0,2.0,6
16,7.0,8.0,6.0,9.0,2.0,11.0,7.0,54.0,16.0,8.0,11.0,6.0,2.0,6
17,8.0,9.0,2.0,14.0,9.0,9.0,11.0,47.0,7.0,8.0,9.0,5.0,2.0,6
18,4.0,12.0,5.0,11.0,8.0,5.0,11.0,52.0,11.0,7.0,7.0,9.0,2.0,6
19,9.0,11.0,2.0,15.0,9.0,8.0,2.0,56.0,8.0,8.0,3.0,8.0,2.0,6
20,9.0,6.0,4.0,8.0,12.0,10.0,6.0,54.0,8.0,10.0,9.0,10.0,2.0,6
21,5.0,6.0,3.0,11.0,6.0,9.0,5.0,53.0,14.0,10.0,9.0,7.0,2.0,6
22,7.0,7.0,5.0,11.0,7.0,9.0,9.0,48.0,13.0,6.0,9.0,9.0,2.0,6
23,6.0,12.0,6.0,9.0,4.0,9.0,9.0,53.0,18.0,3.0,10.0,7.0,2.0,6
24,11.0,7.0,7.0,14.0,4.0,8.0,5.0,40.0,8.0,5.0,10.0,12.0,2.0,6
25,8.0,11.0,3.0,12.0,6.0,18.0,4.0,58.0,10.0,8.0,4.0,9.0,2.0,6
26,5.0,9.0,4.0,10.0,4.0,15.0,2.0,55.0,12.0,8.0,8.0,12.0,2.0,6
27,4.0,5.0,4.0,9.0,8.0,8.0,10.0,49.0,12.0,10.0,12.0,10.0,2.0,6
28,4.0,2.0,3.0,6.0,2.0,5.0,2.0,27.0,4.0,8.0,3.0,3.0,2.0,6
29,10.0,4.0,12.0,10.0,8.0,4.0,5.0,40.0,8.0,11.0,4.0,6.0,2.0,6
30,5.0,4.0,12.0,10.0,10.0,4.0,5.0,60.0,20.0,16.0,4.0,4.0,2.0,6
31,9.0,4.0,12.0,5.0,13.0,4.0,5.0,60.0,16.0,14.0,1.0,8.0,2.0,6
32,7.0,4.0,13.0,8.0,6.0,2.0,4.0,55.0,12.0,19.0,1.0,12.0,2.0,6
33,10.0,5.0,13.0,8.0,10.0,3.0,6.0,55.0,14.0,20.0,1.0,7.0,2.0,6
34,7.0,5.0,21.0,7.0,5.0,4.0,4.0,42.0,6.0,13.0,5.0,4.0,2.0,6
35,7.0,2.0,15.0,14.0,9.0,0.0,7.0,46.0,15.0,12.0,2.0,9.0,2.0,6
36,6.0,3.0,17.0,8.0,12.0,2.0,3.0,51.0,12.0,11.0,5.0,10.0,2.0,6
37,5.0,4.0,11.0,4.0,4.0,6.0,6.0,54.0,15.0,18.0,3.0,8.0,2.0,6
38,5.0,2.0,12.0,12.0,7.0,3.0,3.0,47.0,16.0,13.0,4.0,16.0,2.0,6
39,9.0,3.0,11.0,3.0,13.0,1.0,8.0,57.0,17.0,15.0,3.0,9.0,2.0,6
40,9.0,0.0,12.0,7.0,7.0,2.0,2.0,55.0,22.0,16.0,4.0,8.0,2.0,6
41,4.0,3.0,14.0,14.0,8.0,6.0,2.0,46.0,13.0,10.0,4.0,15.0,2.0,6
42,8.0,3.0,9.0,4.0,6.0,3.0,4.0,55.0,11.0,18.0,8.0,7.0,2.0,6
43,13.0,4.0,8.0,10.0,6.0,0.0,6.0,48.0,17.0,17.0,3.0,11.0,2.0,6
44,12.0,2.0,19.0,5.0,8.0,3.0,2.0,45.0,15.0,11.0,7.0,10.0,2.0,6
45,9.0,2.0,14.0,6.0,7.0,3.0,6.0,44.0,12.0,14.0,6.0,10.0,2.0,6
46,9.0,3.0,11.0,12.0,12.0,2.0,4.0,48.0,12.0,16.0,7.0,8.0,2.0,6
47,9.0,3.0,12.0,12.0,12.0,3.0,3.0,49.0,12.0,13.0,2.0,9.0,2.0,6
48,8.0,5.0,12.0,5.0,7.0,1.0,8.0,53.0,14.0,18.0,3.0,10.0,2.0,6
49,7.0,5.0,15.0,11.0,9.0,2.0,5.0,48.0,15.0,11.0,4.0,10.0,2.0,6
50,6.0,1.0,14.0,9.0,10.0,4.0,3.0,52.0,11.0,18.0,7.0,6.0,2.0,6
51,10.0,2.0,18.0,10.0,5.0,2.0,1.0,48.0,10.0,19.0,2.0,9.0,2.0,6
52,8.0,4.0,18.0,5.0,8.0,5.0,3.0,52.0,14.0,12.0,5.0,5.0,2.0,6
53,6.0,1.0,20.0,3.0,7.0,5.0,3.0,54.0,13.0,19.0,4.0,9.0,2.0,6
54,3.0,2.0,23.0,10.0,1.0,7.0,2.0,45.0,17.0,10.0,8.0,9.0,2.0,6
55,6.0,1.0,10.0,8.0,12.0,5.0,8.0,53.0,11.0,18.0,4.0,10.0,2.0,6
1,6.0,9.0,12.0,10.0,7.0,1.0,3.0,42.0,18.0,6.0,17.0,9.0,2.0,2
2,4.0,7.0,8.0,11.0,3.0,3.0,2.0,54.0,16.0,17.0,5.0,7.0,2.0,2
3,9.0,7.0,13.0,9.0,5.0,3.0,4.0,50.0,12.0,18.0,4.0,11.0,2.0,2
4,3.0,11.0,6.0,20.0,5.0,1.0,1.0,50.0,7.0,17.0,10.0,10.0,2.0,2
5,6.0,13.0,6.0,10.0,3.0,3.0,1.0,55.0,11.0,23.0,12.0,6.0,2.0,2
6,6.0,2.0,6.0,17.0,4.0,2.0,3.0,46.0,17.0,16.0,7.0,9.0,2.0,2
7,3.0,6.0,15.0,9.0,3.0,3.0,5.0,53.0,12.0,22.0,8.0,7.0,2.0,2
8,10.0,12.0,8.0,7.0,8.0,1.0,3.0,50.0,7.0,14.0,5.0,7.0,2.0,2
9,6.0,6.0,8.0,5.0,9.0,3.0,3.0,57.0,12.0,19.0,14.0,7.0,2.0,2
10,2.0,10.0,11.0,12.0,7.0,3.0,1.0,56.0,12.0,18.0,12.0,6.0,2.0,2
11,4.0,11.0,19.0,6.0,7.0,0.0,1.0,51.0,10.0,18.0,8.0,5.0,2.0,2
12,9.0,13.0,5.0,16.0,8.0,1.0,1.0,50.0,8.0,14.0,10.0,5.0,2.0,2
13,4.0,16.0,8.0,21.0,6.0,0.0,2.0,52.0,10.0,15.0,8.0,5.0,2.0,2
14,7.0,15.0,11.0,9.0,9.0,2.0,1.0,55.0,14.0,10.0,14.0,3.0,2.0,2
15,7.0,9.0,6.0,14.0,8.0,1.0,2.0,43.0,7.0,10.0,10.0,8.0,2.0,2
16,8.0,10.0,3.0,9.0,9.0,5.0,2.0,59.0,14.0,16.0,10.0,9.0,2.0,2
17,4.0,8.0,7.0,18.0,5.0,1.0,1.0,47.0,10.0,14.0,13.0,10.0,2.0,2
18,5.0,8.0,10.0,18.0,7.0,2.0,6.0,43.0,9.0,13.0,8.0,10.0,2.0,2
19,10.0,6.0,7.0,13.0,3.0,4.0,6.0,41.0,8.0,13.0,9.0,4.0,2.0,2
20,9.0,10.0,12.0,13.0,3.0,1.0,3.0,47.0,10.0,16.0,8.0,8.0,2.0,2
21,5.0,14.0,7.0,15.0,6.0,1.0,2.0,52.0,12.0,11.0,9.0,10.0,2.0,2
22,4.0,12.0,16.0,9.0,4.0,0.0,5.0,45.0,14.0,12.0,13.0,8.0,2.0,2
23,3.0,11.0,11.0,8.0,5.0,2.0,6.0,46.0,7.0,14.0,10.0,7.0,2.0,2
24,7.0,8.0,9.0,6.0,9.0,0.0,3.0,52.0,13.0,20.0,9.0,13.0,2.0,2
25,8.0,15.0,7.0,9.0,5.0,2.0,2.0,54.0,14.0,18.0,9.0,11.0,2.0,2
26,6.0,12.0,10.0,14.0,7.0,5.0,2.0,53.0,8.0,19.0,9.0,5.0,2.0,2
27,6.0,6.0,15.0,12.0,6.0,2.0,2.0,44.0,10.0,15.0,8.0,5.0,2.0,2
